CustomerAge,AccountBalance,TransactionAmount_capped,LoginAttempts,TransactionDuration,Target,Cluster
54.0,7474.31,361.92,1.0,111.0,3,3
68.0,7225.63,71.29,2.0,55.0,2,2
46.0,7255.49,122.45000000000002,1.0,98.0,3,3
65.0,11417.91,642.53,1.0,128.0,0,0
25.0,1040.43,62.86,1.0,30.999999999999996,1,1
69.0,6039.04,175.21,1.0,69.00000000000001,2,2
32.0,3498.58,168.0,1.0,11.0,1,1
67.0,6628.75,16.055,1.0,73.0,2,2
62.0,10156.09,382.07,1.0,147.0,3,3
18.0,521.88,16.055,3.0,20.0,1,1
28.0,9165.02,65.32,1.0,53.99999999999999,1,1
27.0,6704.76,83.07,4.0,291.0,1,1
77.0,6384.05,730.1000000000001,1.0,93.0,0,0
62.0,6095.65,85.31,1.0,26.999999999999996,2,2
18.0,1008.76,726.6100000000001,1.0,277.0,0,0
45.0,4381.24,130.4,1.0,63.0,2,2
20.0,1382.8,68.1,1.0,47.0,1,1
26.0,7380.63,65.26,1.0,72.0,1,1
63.0,1981.6700000000003,191.62,1.0,51.00000000000001,2,2
39.0,7036.72,212.88,1.0,122.0,3,3
30.0,3707.82,88.38,1.0,138.0,1,1
42.0,2040.1600000000003,48.77,1.0,51.00000000000001,1,1
27.0,5113.438123505975,289.1,1.0,206.0,1,1
26.0,2617.23,390.09,1.0,49.0,1,1
37.0,8883.4,48.29,1.0,242.0,3,3
63.0,1660.66,333.83,1.0,135.0,2,2
67.0,2011.6,878.22,1.0,79.0,0,0
79.0,4309.9,100.27,1.0,51.00000000000001,2,2
31.0,362.4,44.54,1.0,164.0,1,1
52.0,836.69,878.22,1.0,40.0,0,0
28.0,1913.06,82.17,1.0,21.000000000000004,1,1
19.0,563.46,878.22,1.0,150.0,0,0
32.0,6133.22,447.4200000000001,1.0,65.0,0,0
25.0,1068.28,590.26,1.0,48.0,0,0
71.0,2037.7499999999998,192.73,1.0,157.0,2,2
26.0,221.79,146.01,1.0,269.0,1,1
24.0,1127.54,136.05,3.0,63.0,1,1
56.0,2061.61,16.055,1.0,64.0,2,2
51.0,5113.438123505975,102.34,1.0,78.0,2,2
36.0,2240.49,16.055,1.0,273.0,1,1
74.0,6579.37,79.43,1.0,72.0,2,2
58.0,1876.35,386.97,1.0,137.0,2,2
23.0,1664.59,51.22,1.0,82.0,1,1
54.0,6910.18,256.05,1.0,35.0,2,2
34.0,1319.85,16.055,1.0,298.0,1,1
63.0,6095.5,233.71,1.0,11.0,2,2
55.0,2420.86,176.37,1.0,126.0,2,2
21.0,359.06,122.62999999999998,1.0,153.0,1,1
75.0,3128.71,86.41,1.0,125.0,2,2
54.0,7587.48,21.57,1.0,71.0,3,3
26.0,290.59,82.67,1.0,45.99999999999999,1,1
47.0,7707.959999999999,451.34999999999997,1.0,119.42293906810038,0,0
63.0,4735.41,299.42,1.0,53.00000000000001,2,2
18.0,6165.03,543.47,1.0,122.0,0,0
21.0,1637.75,346.76,1.0,116.00000000000001,1,1
24.0,585.5199999999999,47.48,1.0,66.0,1,1
58.0,5481.76,64.92,1.0,236.0,2,2
28.0,1982.8999999999999,350.72,1.0,48.0,1,1
65.0,5766.96,16.055,1.0,174.0,2,2
26.0,7139.11,22.54,1.0,42.00000000000001,1,1
62.0,4732.57,767.1400000000001,1.0,37.99999999999999,0,0
35.0,2293.13,167.47,1.0,103.0,1,1
30.0,2870.67,43.65,1.0,212.0,1,1
56.0,6885.16,391.08,1.0,105.0,2,2
44.0,5500.56,390.77,1.0,34.0,2,2
39.0,5609.44,508.1600000000001,1.0,131.0,0,0
65.0,1228.93,36.76,1.0,107.99999999999999,2,2
27.0,192.63,332.33,1.0,101.0,1,1
32.0,6590.28,362.09,1.0,30.999999999999996,1,1
30.0,13485.0,42.58,1.0,80.0,3,3
53.0,6472.5,122.34999999999998,1.0,188.0,2,2
28.0,2571.39,248.66,1.0,113.0,1,1
54.0,676.0999999999999,461.25000000000006,1.0,171.0,0,0
56.0,12352.2,61.77,1.0,49.0,3,3
29.0,8765.38,268.92,1.0,148.0,1,1
24.0,1590.88,303.97,5.0,77.0,1,1
54.0,7375.73,219.01999999999998,1.0,68.00000000000001,3,3
20.0,1845.18,125.14,1.0,30.999999999999996,1,1
53.0,1382.51,47.6,1.0,115.0,2,2
74.0,7508.98,592.8200000000002,1.0,247.99999999999997,0,0
22.0,3901.82,372.5,1.0,211.0,1,1
32.0,4792.01,16.055,1.0,20.0,1,1
42.0,6887.52,144.93,1.0,74.0,3,3
28.0,8643.51,316.56,1.0,261.0,1,1
22.0,887.3199999999999,16.055,1.0,140.0,1,1
25.0,7174.69,421.25,1.0,66.0,1,1
48.0,2679.91,185.71,1.0,194.0,2,2
60.0,4315.07,878.22,1.0,138.0,0,0
45.0,8853.93,26.27,1.0,177.0,3,3
61.0,1088.62,297.03,1.0,151.0,2,2
53.0,1442.29,341.67,5.0,96.0,2,2
52.0,3798.0900000000006,99.52,1.0,127.0,2,2
28.0,9951.68,878.22,1.0,16.0,0,0
52.0,9567.94,139.69,1.0,180.0,3,3
37.0,5113.438123505975,42.72,1.0,143.0,1,1
31.0,9630.0,112.72,1.0,17.0,3,3
19.0,1307.86,568.88,1.0,105.0,1,1
28.0,1916.46,189.03,1.0,50.00000000000001,1,1
20.0,5113.438123505975,199.8,1.0,163.0,1,1
68.0,10790.8,189.08,1.0,238.0,3,3
31.0,9977.49,878.22,1.0,135.0,0,0
35.0,14563.02,409.59,1.0,50.00000000000001,3,3
28.0,614.1399999999999,349.34,1.0,119.42293906810038,1,1
24.0,603.79,283.15,1.0,180.0,1,1
51.0,2197.12,151.82,1.0,105.0,2,2
37.0,8994.39,438.59000000000003,1.0,103.0,0,0
79.0,3224.6,590.57,1.0,93.0,0,0
63.0,4336.4,63.74,1.0,30.999999999999996,2,2
59.0,800.8299999999999,77.02,1.0,132.0,2,2
47.0,8821.84,501.1500000000001,1.0,208.0,0,0
64.0,3173.17,878.22,2.0,75.0,0,0
76.0,3299.84,16.055,1.0,102.0,2,2
21.0,421.44,173.6,1.0,160.0,1,1
53.0,1035.22,149.4,1.0,123.0,2,2
53.0,9724.49,388.21,1.0,237.0,3,3
61.0,7910.300000000001,484.3,3.0,230.0,2,2
65.0,6041.69,126.04000000000002,1.0,167.0,2,2
50.0,8436.12,52.04,1.0,30.999999999999996,3,3
62.0,7125.15,389.7,1.0,215.99999999999997,2,2
19.0,239.11999999999998,161.1,1.1216216216216217,104.0,1,1
67.0,4378.14,309.77,1.0,137.0,2,2
41.0,5113.438123505975,838.57,1.0,273.0,0,0
21.0,701.7299999999999,202.55,2.0,34.0,1,1
41.0,10922.78,724.18,1.0,134.0,0,0
24.0,641.9999999999999,124.98,1.0,78.0,1,1
52.0,7707.959999999999,487.32000000000005,1.0,164.0,0,0
46.0,13267.09,635.9100000000001,1.0,78.0,0,0
62.0,3582.16,205.65,1.0,144.0,2,2
25.0,921.91,39.41,1.0,132.0,1,1
35.0,5788.53,254.0,1.0,63.0,1,1
36.0,4515.43,436.8,1.0,213.0,0,0
76.0,7551.890000000001,224.73,1.0,63.0,2,2
65.0,14489.69,752.69,1.0,115.0,0,0
31.0,13991.5,78.5,1.0,41.0,3,3
53.0,185.87,50.0,1.0,87.0,1,1
18.0,726.3899999999999,132.42,1.0,164.0,1,1
76.0,7458.629999999999,16.055,1.1216216216216217,105.0,2,2
61.0,3065.87,83.16,1.0,177.0,2,2
46.0,9379.72,149.02,1.0,176.0,3,3
59.0,13696.61,74.27,1.0,148.0,3,3
62.0,3743.6300000000006,876.57,1.0,118.0,0,0
42.0,14343.0,615.58,1.0,133.0,0,0
36.0,2882.16,643.03,1.0,52.00000000000001,0,0
79.0,5631.2,16.055,1.0,65.0,2,2
77.0,4574.43,270.92,1.0,143.0,2,2
24.0,1242.62,499.4800000000001,1.0,133.0,1,1
25.0,352.31,841.5,1.0,287.0,0,0
77.0,3100.22,138.82,1.0,53.00000000000001,2,2
60.0,4707.24,231.46,1.0,83.0,2,2
72.0,7950.48,292.08,1.0,32.0,2,2
54.0,7954.12,63.980000000000004,1.0,258.0,3,3
67.0,5946.61,235.21,1.0,74.0,2,2
57.0,6650.71,201.73,1.0,78.0,2,2
28.0,1268.67,161.31,1.0,13.0,1,1
53.0,8287.54,18.41,1.0,168.00000000000003,3,3
34.0,12948.5,471.75000000000006,1.0,41.0,0,0
55.0,4746.71,290.02,1.0,246.0,2,2
27.0,5334.97,48.05,1.0,37.99999999999999,1,1
55.0,1765.45,359.42,1.0,30.0,2,2
19.0,427.3,32.91,1.0,255.0,1,1
67.0,6285.39,16.055,1.0,140.0,2,2
51.0,1406.6,31.81,1.0,149.0,2,2
28.0,1075.15,220.2,1.0,102.0,1,1
77.0,5958.34,476.03000000000003,1.0,99.0,2,2
23.0,791.9699999999999,141.91,1.0,49.0,1,1
27.0,1726.4,95.83,1.0,91.0,1,1
46.0,8992.25,51.15,1.0,199.0,3,3
60.0,7816.410000000001,878.22,5.0,103.0,2,2
62.0,8271.47,50.75,1.0,185.0,3,3
22.0,636.42,185.07,1.0,159.0,1,1
40.0,2290.1,293.54,1.0,45.0,1,1
32.0,9968.49,23.38,1.0,119.42293906810038,3,3
28.0,167.72,285.26,1.0,93.0,1,1
31.0,7581.7,129.48,1.0,179.0,1,1
50.0,4111.38,743.0300000000001,1.0,174.0,0,0
28.0,1680.14,297.86,1.0,96.0,1,1
66.0,5715.08,231.91999999999996,1.0,12.0,2,2
47.0,5897.73,295.82,1.0,45.99999999999999,2,2
55.0,5239.24,302.86,1.0,275.0,2,2
58.0,7788.910000000001,81.08,1.0,56.0,2,2
79.0,3898.6400000000003,775.6,1.0,158.0,0,0
26.0,1214.93,178.43,1.1216216216216217,136.0,1,1
20.0,927.4699999999999,211.91,1.0,181.0,1,1
23.0,914.16,17.21,1.0,219.0,1,1
23.0,9695.04,124.22000000000001,1.0,172.0,1,1
63.0,8647.04,38.37,1.0,135.0,3,3
52.0,1292.1,269.79,1.0,17.0,2,2
21.0,392.34,605.42,1.0,33.0,1,1
60.0,9877.17,283.63535643170053,1.0,40.0,3,3
58.0,12059.85,29.19,1.0,41.0,3,3
61.0,6643.24,701.7,1.0,64.0,0,0
57.0,9903.48,862.34,1.0,72.0,0,0
22.0,151.42,410.97,1.0,45.0,1,1
41.0,2850.92,36.97,1.0,79.0,1,1
30.0,10679.67,137.59,1.0,95.0,3,3
51.0,10652.13,168.11,1.0,12.0,3,3
24.0,569.25,430.98,1.0,93.0,1,1
24.0,954.83,16.055,1.0,20.0,1,1
76.0,1831.2,642.6800000000001,1.1216216216216217,66.0,0,0
28.0,9274.64,175.07,2.0,169.0,1,1
36.0,9384.54,302.82,1.0,175.0,3,3
67.0,1483.84,878.22,1.0,52.00000000000001,0,0
66.0,1968.3600000000001,406.81,1.0,84.00000000000001,2,2
53.0,4203.05,256.3,1.0,172.0,2,2
19.0,959.9399999999999,80.96,1.0,97.0,1,1
22.0,271.64,95.78,1.0,26.999999999999996,1,1
41.0,12571.76,379.54,1.0,118.0,3,3
22.0,8627.08,878.22,1.0,65.0,0,0
18.0,524.46,142.19,4.0,26.999999999999996,1,1
28.0,422.32,847.45,1.0,175.0,0,0
66.0,12961.53,295.18,1.0,30.999999999999996,3,3
68.0,6381.6,18.46,1.0,213.0,2,2
28.0,117.98000000000002,603.23,1.0,48.0,0,0
57.0,1715.22,54.49999999999999,1.0,147.0,2,2
29.0,5599.81,414.77,1.0,274.0,1,1
61.0,7904.240000000001,878.22,1.0,69.00000000000001,0,0
49.0,1490.44,440.03,1.0,88.0,0,0
56.0,1532.72,283.63535643170053,1.0,285.0,2,2
18.0,5976.0,76.39,1.0,219.0,1,1
19.0,1673.76,595.9100000000001,1.0,162.0,0,0
76.0,3290.72,16.055,1.0,70.0,2,2
26.0,3030.97,249.34,1.0,197.0,1,1
20.0,369.86,421.52,1.0,67.0,1,1
58.0,6570.36,189.77,1.0,24.0,2,2
76.0,2264.98,73.19,1.0,213.0,2,2
75.0,5029.87,188.13,1.0,198.0,2,2
62.0,12327.74,30.520000000000003,1.0,122.0,3,3
20.0,420.25,878.22,1.0,118.0,0,0
41.0,6499.53,878.22,1.0,150.0,0,0
62.0,5172.99,170.24,1.0,133.0,2,2
54.0,8981.1,56.62,1.0,121.0,3,3
34.0,7914.999999999999,53.14,1.0,70.0,3,3
27.0,500.84,587.23,1.0,144.0,0,0
43.0,13784.4,283.63535643170053,1.0,75.0,3,3
62.0,7392.79,21.27,1.0,114.0,2,2
26.0,1134.79,878.22,1.0,144.0,0,0
34.0,14765.41,76.02,1.0,189.0,3,3
27.0,5113.438123505975,170.19,5.0,156.0,1,1
68.0,5360.19,155.51,1.0,15.0,2,2
72.0,5878.14,135.15,1.0,50.00000000000001,2,2
56.0,5889.51,39.48,1.0,37.99999999999999,2,2
33.0,4381.54,451.6800000000001,1.0,15.0,0,0
44.67844382691544,8478.46,19.11,1.0,160.0,3,3
26.0,185.47,355.0,1.0,33.0,1,1
43.0,2443.54,427.69,1.0,236.0,0,0
23.0,699.8999999999999,254.86,1.0,102.0,1,1
27.0,4739.59,19.48,1.0,114.0,1,1
49.0,12893.85,190.17,1.0,265.0,3,3
44.67844382691544,2402.58,91.38,1.0,179.0,1,1
59.0,7626.53,206.63,1.0,128.0,2,2
52.0,1014.6300000000001,93.22,1.0,52.00000000000001,2,2
28.0,1358.54,547.9800000000001,1.0,171.0,0,0
23.0,1602.13,641.06,1.0,25.000000000000004,0,0
27.0,1105.89,314.55,2.0,18.999999999999996,1,1
61.0,1731.89,836.4500000000002,1.0,63.0,0,0
29.0,8692.47,878.22,1.0,52.00000000000001,0,0
53.0,12578.75,189.45,1.0,61.99999999999999,3,3
67.0,1712.41,91.84,1.0,80.0,2,2
78.0,3485.03,609.52,1.0,169.0,0,0
78.0,1146.78,859.3000000000001,1.0,68.00000000000001,0,0
50.0,6393.12,100.01,1.0,63.0,2,2
40.0,680.5499999999998,28.780000000000005,1.0,51.00000000000001,1,1
70.0,7037.34,111.07999999999998,1.0,83.0,2,2
69.0,12991.03,470.96,2.0,123.99999999999999,3,3
28.0,105.01,52.23,1.0,96.0,1,1
32.0,1360.85,78.62,1.0,52.00000000000001,1,1
25.0,1649.92,47.79,1.0,37.0,1,1
52.0,5237.36,333.97,1.0,45.0,2,2
33.0,14348.65,30.869999999999997,1.0,295.0,3,3
67.0,5625.55,710.43,1.0,115.0,0,0
41.0,3438.02,220.23,1.0,48.0,1,1
29.0,10668.24,27.28,1.0,96.0,3,3
49.0,2018.9000000000003,101.52,1.0,98.0,2,2
59.0,9500.95,162.65,1.0,147.0,3,3
55.0,2472.99,16.055,1.0,30.0,2,2
38.0,6522.47,270.72,1.0,37.0,3,3
20.0,5113.438123505975,202.34,1.0,134.0,1,1
39.0,778.74,247.57999999999998,1.0,151.99999999999997,1,1
61.0,2246.15,686.17,1.0,119.42293906810038,0,0
25.0,219.53,359.65,1.0,289.0,1,1
38.0,12896.06,109.91000000000001,1.0,90.0,3,3
30.0,8697.11,215.71999999999997,1.0,137.0,3,3
66.0,6414.11,490.76,1.0,156.0,2,2
64.0,5767.51,224.28,1.0,68.00000000000001,2,2
68.0,5113.438123505975,614.0300000000001,1.0,51.00000000000001,0,0
55.0,2991.17,608.79,1.0,157.0,0,0
48.0,5113.438123505975,186.55,1.0,288.0,2,2
20.0,1236.76,840.16,1.0,68.00000000000001,0,0
60.0,13586.99,203.34,1.0,66.0,3,3
26.0,7117.35,90.88,1.0,284.0,1,1
61.0,7235.87,60.11,1.0,122.0,2,2
72.0,7318.64,393.92,1.0,47.0,2,2
43.0,9847.6,19.39,1.0,45.0,3,3
80.0,2968.75,557.41,1.0,49.0,0,0
31.0,9323.71,57.07,1.0,99.0,3,3
18.0,1764.08,395.27,1.0,167.0,1,1
75.0,5683.49,289.05,1.0,116.00000000000001,2,2
33.0,5225.73,46.11,1.0,233.0,1,1
63.0,6445.4,335.5,1.0,47.0,2,2
24.0,289.71,388.07,1.0,68.00000000000001,1,1
51.0,9200.74,520.8600000000001,1.0,66.0,0,0
25.0,300.87,787.41,1.0,39.0,0,0
48.0,743.8999999999999,31.7,1.0,121.0,1,1
21.0,1200.35,22.3,1.0,90.0,1,1
56.0,1562.39,203.12,1.0,181.0,2,2
49.0,7719.709999999999,315.94,1.0,172.0,3,3
54.0,2610.67,192.23,3.0,39.0,2,2
66.0,2060.02,878.22,1.0,51.00000000000001,0,0
20.0,1833.67,16.055,1.0,173.0,1,1
71.0,5396.65,210.77,1.0,161.0,2,2
57.0,12995.7,406.65,1.0,107.0,3,3
40.0,7616.43,422.9,1.0,111.0,0,0
35.0,12500.8,20.62,1.0,225.0,3,3
19.0,1127.08,174.39,1.0,36.0,1,1
76.0,3621.98,16.055,1.0,91.0,2,2
49.0,5212.28,283.63535643170053,1.0,44.0,2,2
58.0,2727.45,54.85,1.0,40.0,2,2
49.0,5117.03,204.7,5.0,95.0,2,2
26.0,6089.79,16.55,1.0,159.0,1,1
58.0,2618.1,91.32,1.0,77.0,2,2
31.0,11988.12,195.49,1.0,119.42293906810038,3,3
55.0,3841.4199999999996,49.62,1.0,111.0,2,2
28.0,321.21,487.16000000000014,1.0,84.00000000000001,1,1
37.0,9754.73,405.6,1.0,44.0,3,3
57.0,9584.52,512.95,1.0,143.0,0,0
31.0,7624.56,345.94,1.0,163.0,1,1
47.0,2485.73,356.56,1.0,52.00000000000001,1,1
36.0,2137.9,16.055,1.0,280.0,1,1
30.0,6412.85,211.69,1.0,111.0,1,1
23.0,707.25,221.49000000000004,1.0,196.0,1,1
48.0,8300.54,278.23,1.0,83.0,3,3
45.0,7717.339999999999,116.88,1.0,263.0,3,3
39.0,6967.03,328.77,1.0,247.0,3,3
54.0,5158.6,77.53,1.0,55.0,2,2
67.0,12031.14,421.74,1.0,103.0,3,3
73.0,7093.68,313.69,1.0,151.99999999999997,2,2
29.0,8539.86,411.72,1.0,153.0,0,0
59.0,7640.57,508.73,1.0,89.0,0,0
24.0,1292.21,153.08,1.0,201.0,1,1
63.0,5958.75,23.01,1.0,166.0,2,2
25.0,708.7399999999999,69.28,1.0,129.0,1,1
28.0,1744.4,51.25,1.0,66.0,1,1
25.0,273.78,407.65,1.0,263.0,1,1
25.0,130.76,459.2500000000001,1.0,59.00000000000001,1,1
49.0,10389.6,301.56,1.0,118.0,3,3
63.0,1048.18,17.67,1.0,91.0,2,2
32.0,12896.68,16.055,1.0,132.0,3,3
43.0,8208.54,401.37,1.0,251.0,3,3
38.0,5244.49,145.4,1.0,24.0,1,1
37.0,11935.14,556.3400000000001,1.0,45.99999999999999,0,0
24.0,1484.76,34.31,1.0,251.0,1,1
23.0,6513.34,780.5900000000001,1.0,145.0,0,0
35.0,13801.15,282.65,1.0,161.0,3,3
68.0,12958.65,305.27,1.0,147.0,3,3
32.0,9588.71,185.81,1.0,116.00000000000001,3,3
49.0,3475.99,66.01,1.0,179.0,2,2
29.0,7544.399999999999,447.94999999999993,1.0,75.0,0,0
19.0,1193.61,279.3,1.0,48.0,1,1
33.0,12063.77,283.63535643170053,1.0,26.999999999999996,3,3
27.0,892.8299999999999,611.1500000000001,1.0,121.0,0,0
54.0,1230.12,275.2,1.0,81.0,2,2
18.0,1479.67,427.79,1.0,189.0,1,1
54.0,1265.28,469.13000000000005,1.0,139.0,0,0
76.0,3228.87,102.81,1.0,47.0,2,2
19.0,1111.67,22.61,1.0,145.0,1,1
56.0,3213.16,68.28,1.0,293.0,2,2
63.0,12719.93,33.65,1.0,146.0,3,3
63.0,2040.77,362.68,1.0,137.0,2,2
20.0,1309.85,73.23,1.0,172.0,1,1
25.0,164.61,654.49,1.0,104.0,0,0
49.0,4230.37,18.56,1.0,161.0,2,2
27.0,761.0,389.05,1.0,41.0,1,1
67.0,2923.83,16.055,1.0,119.42293906810038,2,2
44.67844382691544,7372.47,109.47999999999999,1.0,93.0,3,3
39.0,871.1,66.91,1.0,85.0,1,1
45.0,3023.16,335.48,1.0,155.0,1,1
19.0,1119.21,38.14,1.0,174.0,1,1
60.0,11833.73,878.22,1.0,173.0,0,0
68.0,6400.59,360.02,1.0,68.00000000000001,2,2
63.0,13884.24,567.7100000000002,1.0,80.0,3,3
19.0,620.83,218.19000000000003,1.0,185.0,1,1
19.0,1938.0100000000002,209.99,1.0,40.0,1,1
19.0,964.79,16.055,1.0,280.0,1,1
56.0,1870.16,83.43,1.0,109.0,2,2
34.0,5577.94,344.97,1.0,106.0,1,1
36.0,8700.8,172.29,1.0,283.0,3,3
60.0,2794.66,195.54,1.0,255.0,2,2
45.0,6169.71,101.23,1.0,87.0,3,3
25.0,831.7499999999999,180.46,1.0,34.0,1,1
53.0,2451.56,692.55,1.0,109.0,0,0
34.0,13625.52,147.31,1.0,91.99999999999999,3,3
20.0,1379.39,107.48,1.0,103.0,1,1
62.0,11498.01,878.22,1.0,83.0,0,0
25.0,865.4899999999999,81.51,1.0,97.0,1,1
76.0,7147.4,365.48,1.0,215.99999999999997,2,2
35.0,7833.85,491.1000000000001,1.0,125.0,0,0
80.0,4840.67,452.8000000000001,1.0,151.0,2,2
70.0,7361.47,645.0400000000001,1.0,78.0,0,0
45.0,5128.44,169.28,1.0,114.0,2,2
62.0,12381.45,88.42,1.0,91.0,3,3
29.0,4008.05,155.53,1.0,66.0,1,1
43.0,3493.13,878.22,1.0,300.0,0,0
77.0,6462.41,39.24,1.0,106.0,2,2
42.0,4625.12,152.01,3.0,111.0,2,2
48.0,6470.57,78.77,1.0,50.00000000000001,3,3
48.0,4854.83,26.5,1.0,179.0,2,2
48.0,12652.22,83.62,1.0,146.0,3,3
68.0,11705.88,142.78,1.0,150.0,3,3
35.0,932.61,55.99,1.0,95.0,1,1
61.0,11613.58,774.48,1.0,30.999999999999996,0,0
25.0,1068.55,105.37,1.0,160.0,1,1
28.0,1616.3,118.83000000000001,1.0,295.0,1,1
23.0,471.2799999999999,46.22,1.0,217.0,1,1
21.0,106.86,659.71,1.0,148.0,0,0
72.0,2457.1,377.97,1.0,160.0,2,2
69.0,5882.12,114.10000000000001,1.0,148.0,2,2
55.0,1938.99,16.055,1.0,41.0,2,2
57.0,4079.09,95.5,1.0,17.0,2,2
28.0,860.1199999999999,130.93,1.0,149.0,1,1
68.0,7811.310000000001,272.97,1.0,174.0,2,2
24.0,1181.84,73.35,1.0,47.0,1,1
58.0,10915.54,29.94,1.0,243.0,3,3
19.0,1670.72,307.24,2.0,136.0,1,1
20.0,1121.19,50.52,1.0,140.0,1,1
53.0,5621.86,820.46,1.0,243.0,0,0
56.0,8873.43,153.07,1.0,116.00000000000001,3,3
41.0,6990.92,52.94,1.0,146.0,3,3
60.0,7831.56,384.41,1.0,65.0,2,2
51.0,6173.23,235.42,1.0,175.0,2,2
56.0,9523.72,114.23,1.0,64.0,3,3
33.0,6420.47,16.055,1.0,61.00000000000001,1,1
23.0,1146.09,878.22,1.0,145.0,0,0
35.0,6430.41,373.52,1.0,235.0,1,1
28.0,1635.05,336.05,1.0,164.0,1,1
66.0,6697.79,366.93,1.0,33.0,2,2
58.0,7369.89,112.27,1.0,102.0,2,2
40.0,6903.68,494.96000000000004,1.0,132.0,0,0
65.0,11748.86,561.58,1.0,22.999999999999996,0,0
42.0,7303.23,440.94000000000005,1.0,148.0,0,0
29.0,10619.35,71.9,1.0,51.00000000000001,3,3
54.0,1794.5,256.66,1.0,137.0,2,2
59.0,12970.21,166.55,1.0,99.0,3,3
56.0,120.88999999999999,276.26,1.0,143.0,2,2
67.0,5692.31,35.46,1.0,164.0,2,2
50.0,9879.87,38.14,1.0,165.0,3,3
64.0,6266.65,506.26,1.0,86.0,0,0
31.0,14268.95,736.32,1.0,28.0,0,0
52.0,6449.83,389.43,1.0,151.0,2,2
60.0,6741.41,25.58,1.0,166.0,2,2
25.0,1008.44,446.1,1.0,243.0,1,1
23.0,1711.78,147.74,1.0,15.0,1,1
26.0,1821.0,878.22,1.0,254.0,0,0
77.0,5107.75,46.23,1.0,282.0,2,2
33.0,5229.95,265.37,1.0,77.0,1,1
20.0,339.16,342.57,1.0,91.0,1,1
32.0,10442.48,417.26,1.0,45.0,0,0
63.0,4324.4,33.63,1.0,75.99999999999999,2,2
55.0,6292.29,64.58,1.0,173.0,2,2
21.0,269.01,23.23,1.0,122.0,1,1
78.0,5113.438123505975,283.63535643170053,1.0,112.0,2,2
64.0,1334.09,278.88,2.0,179.0,2,2
53.0,6366.84,285.49,1.0,109.0,2,2
22.0,1839.1,71.87,1.0,258.0,1,1
53.0,3966.5399999999995,308.8,1.0,41.0,2,2
44.67844382691544,9983.36,135.35,1.0,82.0,3,3
66.0,4577.09,288.43,1.0,72.0,2,2
65.0,7458.029999999999,147.46,1.0,205.0,2,2
32.0,6397.29,214.15,1.0,217.0,1,1
49.0,6345.03,71.34,3.0,144.0,2,2
30.0,6034.73,170.36,1.0,118.0,1,1
53.0,765.8099999999998,878.22,1.0,32.0,0,0
55.0,9826.26,736.53,1.0,120.0,0,0
45.0,3736.3800000000006,213.42,1.0,17.0,2,2
27.0,646.8499999999999,94.09,1.0,203.0,1,1
72.0,6385.12,91.23,1.0,86.0,2,2
57.0,4161.71,263.92,1.0,233.0,2,2
51.0,11079.77,77.5,1.0,201.0,3,3
69.0,10017.11,16.055,1.0,146.0,3,3
26.0,1644.09,43.88,1.0,251.0,1,1
28.0,387.65,283.63535643170053,1.0,132.0,1,1
18.0,528.38,224.79,1.0,129.0,1,1
55.0,7530.299999999999,64.3,1.0,67.0,3,3
62.0,10887.59,111.78999999999999,1.0,49.0,3,3
59.0,7104.61,878.22,1.0,153.0,0,0
61.0,7307.11,613.7,1.0,37.0,0,0
20.0,349.98,26.07,3.0,18.999999999999996,1,1
60.0,2284.41,170.45,1.0,199.0,2,2
22.0,1918.3600000000001,344.27,1.0,123.0,1,1
22.0,503.01,872.72,1.0,288.0,0,0
37.0,1216.91,292.95,1.0,56.0,1,1
18.0,1071.04,28.44,1.0,243.0,1,1
21.0,187.9,209.02,1.0,74.0,1,1
72.0,7145.67,20.05,1.0,171.0,2,2
28.0,1493.88,175.02,1.0,71.0,1,1
41.0,8658.95,89.5,1.0,134.0,3,3
28.0,164.12,69.96,1.0,30.999999999999996,1,1
53.0,7089.9,146.51,1.0,119.42293906810038,3,3
21.0,841.6499999999999,376.78,1.0,88.0,1,1
71.0,5677.05,148.54,1.0,107.0,2,2
26.0,1658.49,388.77,1.0,30.0,1,1
63.0,10171.68,100.38,1.0,49.0,3,3
64.0,13847.99,137.23,1.0,63.0,3,3
51.0,3688.98,870.3000000000001,1.0,229.0,0,0
52.0,5619.95,458.9400000000001,1.0,180.0,0,0
20.0,342.08,327.35,1.0,175.0,1,1
53.0,4702.86,757.1500000000001,1.0,37.99999999999999,0,0
44.67844382691544,12703.24,16.055,1.0,47.0,3,3
73.0,6659.81,47.23,1.0,160.0,2,2
42.0,7860.65,239.40999999999997,1.0,247.99999999999997,3,3
55.0,5113.438123505975,16.055,1.0,29.000000000000004,2,2
26.0,1265.27,170.97,1.0,292.0,1,1
37.0,12841.01,262.43,5.0,274.0,3,3
22.0,1241.59,659.15,1.0,204.0,0,0
25.0,874.93,31.53,1.0,283.0,1,1
48.0,5716.72,111.66,1.0,140.0,2,2
62.0,1541.48,250.01000000000002,1.0,88.0,2,2
49.0,14817.22,554.1500000000001,1.0,107.99999999999999,0,0
32.0,2587.11,598.66,1.0,222.0,0,0
55.0,173.7,28.38,1.0,98.0,2,2
49.0,11847.07,16.8,1.0,94.0,3,3
33.0,11146.74,878.22,1.0,168.00000000000003,0,0
49.0,369.79,159.0,1.0,37.99999999999999,1,1
75.0,6396.08,56.31,1.0,195.0,2,2
52.0,4840.31,203.99,1.0,215.0,2,2
